flight_id,split,rows,pairs_2s,pairs_10s,pairs_30s,pairs_60s,pairs_120s
KRDU:ASA677_05L_a9b273_20260501T095714Z,train,268,267,263,253,238,208
KRDU:ASA677_05R_a54aae_20260629T093122Z,train,331,330,326,316,301,271
KRDU:ASA677_05R_a613e0_20260503T093943Z,train,288,287,283,273,258,228
KRDU:ASA677_05R_a97608_20260714T093148Z,train,293,292,288,278,263,233
KRDU:ASA677_05R_a9e8ce_20260630T093924Z,val,279,278,274,264,249,219
KRDU:ASA677_23L_a25b3f_20260702T093706Z,train,140,139,135,125,110,80
KRDU:ASA677_23L_a2b1ab_20260712T090733Z,train,172,171,167,157,142,112
KRDU:ASA677_23L_a51968_20260502T094952Z,train,138,137,133,123,108,78
KRDU:ASA677_23L_a61f05_20260719T095055Z,train,137,136,132,122,107,77
KRDU:ASA677_23L_a6bf5a_20260628T092912Z,train,146,145,141,131,116,86
KRDU:ASA677_23L_a6c6c8_20260511T100136Z,train,137,136,132,122,107,77
KRDU:ASA677_23L_a9d284_20260704T094308Z,train,135,134,130,120,105,75
KRDU:ASA677_23L_a9d63b_20260627T094311Z,train,153,152,148,138,123,93
KRDU:ASA677_23L_ab148b_20260513T093436Z,train,162,161,157,147,132,102
KRDU:ASA677_23L_ad639e_20260703T095803Z,val,136,135,131,121,106,76
KRDU:ASA677_23L_adbdc1_20260718T092828Z,train,142,141,137,127,112,82
KRDU:ASA677_23R_a28de3_20260716T095041Z,train,131,130,126,116,101,71
KRDU:ASA677_23R_a29908_20260706T093914Z,train,129,128,124,114,99,69
KRDU:ASA677_23R_a30bce_20260509T093818Z,train,148,147,143,133,118,88
KRDU:ASA677_23R_a5320b_20260708T094415Z,train,126,125,121,111,96,66
KRDU:ASA677_23R_a54aae_20260505T094108Z,train,159,158,154,144,129,99
KRDU:ASA677_23R_a5bb1b_20260507T093825Z,train,149,148,144,134,119,89
KRDU:ASA677_23R_a5f3cf_20260710T094328Z,train,131,130,126,116,101,71
KRDU:ASA677_23R_a96ae3_20260510T093201Z,train,136,135,131,121,106,76
KRDU:ASA677_23R_a9d63b_20260504T094845Z,train,159,158,154,144,129,99
KRDU:ASA677_23R_ad727a_20260508T095226Z,val,132,131,127,117,102,72
KRDU:ASA677_23R_adbdc1_20260506T093306Z,train,171,170,166,156,141,111
KRDU:ASA787_23L_a5db2c_20260708T213304Z,train,329,328,324,314,299,269
KRDU:ASH4040_05L_abdcb7_20260523T195503Z,train,140,139,135,125,110,80
KRDU:ASH4040_05L_ac049e_20260524T194528Z,val,130,129,125,115,100,70
KRDU:ASH4040_05L_ac2b6c_20260530T194122Z,val,333,332,328,318,303,273
KRDU:ASH4040_05L_ac2bd4_20260528T193042Z,train,140,139,135,125,110,80
KRDU:ASH4040_05L_ac2bd5_20260522T194209Z,train,310,309,305,295,280,250
KRDU:ASH4040_23R_ab3edd_20260521T195307Z,train,303,302,298,288,273,243
KRDU:ASH4040_23R_ab3ee2_20260525T193121Z,train,153,152,148,138,123,93
KRDU:ASH4040_23R_ac2bd5_20260529T195703Z,train,277,276,272,262,247,217
KRDU:ASH4040_23R_ac5312_20260531T200223Z,train,267,266,262,252,237,207
KRDU:ASH4040_23R_ac537f_20260527T193758Z,train,147,146,142,132,117,87
KRDU:ASH4045_05L_abb5a2_20260522T175147Z,train,157,156,152,142,127,97
KRDU:ASH4045_05L_ac045c_20260528T182842Z,train,143,142,138,128,113,83
KRDU:ASH4045_05L_ac2bb7_20260529T175825Z,train,361,360,356,346,331,301
KRDU:ASH4045_23L_ac5312_20260526T174724Z,train,136,135,131,121,106,76
KRDU:ASH4045_23R_abdcda_20260525T182441Z,train,148,147,143,133,118,88
KRDU:ASH4045_23R_ac53a0_20260521T181312Z,train,135,134,130,120,105,75
KRDU:ASH4055_05L_aaf002_20260717T175123Z,train,274,273,269,259,244,214
KRDU:ASH4055_05L_abdc76_20260629T175512Z,train,323,322,318,308,293,263
KRDU:ASH4055_05L_ac2bf8_20260630T174642Z,train,285,284,280,270,255,225
KRDU:ASH4055_05L_ac5312_20260712T181607Z,val,322,321,317,307,292,262
KRDU:ASH4055_05L_ac5312_20260713T175730Z,train,144,143,139,129,114,84
KRDU:ASH4055_23R_ab8d76_20260707T175500Z,val,127,126,122,112,97,67
KRDU:ASH4055_23R_abb534_20260706T191946Z,train,132,131,127,117,102,72
KRDU:ASH4055_23R_abb59e_20260701T210821Z,train,133,132,128,118,103,73
KRDU:ASH4055_23R_abdd00_20260708T175618Z,train,134,133,129,119,104,74
KRDU:ASH4055_23R_ac047d_20260719T175313Z,train,147,146,142,132,117,87
KRDU:ASH4055_23R_ac049e_20260703T190242Z,train,134,133,129,119,104,74
KRDU:ASH4055_23R_ac2bd9_20260628T180220Z,train,130,129,125,115,100,70
KRDU:ASH4055_23R_ac2bf8_20260626T220009Z,train,154,153,149,139,124,94
KRDU:ASH4055_23R_ac2c23_20260705T181516Z,val,137,136,132,122,107,77
KRDU:ASH4055_23R_ac5312_20260715T180135Z,train,126,125,121,111,96,66
KRDU:ASH4063_23R_abdcfd_20260711T203657Z,train,301,300,296,286,271,241
KRDU:ASH4063_23R_ac2b6c_20260627T200946Z,train,129,128,124,114,99,69
KRDU:ASH6148_05L_aaf002_20260522T163353Z,train,315,314,310,300,285,255
KRDU:ASH6148_05L_ab663f_20260629T154714Z,train,140,139,135,125,110,80
KRDU:ASH6148_05L_abdc91_20260529T153629Z,train,141,140,136,126,111,81
KRDU:ASH6148_05L_abdcdc_20260713T155253Z,train,140,139,135,125,110,80
KRDU:ASH6148_05L_abdcfd_20260717T153834Z,val,134,133,129,119,104,74
KRDU:ASH6148_05L_ac2b6c_20260524T153630Z,train,127,126,122,112,97,67
KRDU:ASH6148_05L_ac2b8e_20260714T163726Z,train,134,133,129,119,104,74
KRDU:ASH6148_05L_ac2bb9_20260531T153059Z,train,147,146,142,132,117,87
KRDU:ASH6148_05L_ac2bd9_20260508T153841Z,train,174,173,169,159,144,114
KRDU:ASH6148_05L_ac5314_20260712T160005Z,train,138,137,133,123,108,78
KRDU:ASH6148_05L_ac537f_20260630T154540Z,train,143,142,138,128,113,83
KRDU:ASH6148_05R_abdc92_20260512T161103Z,train,133,132,128,118,103,73
KRDU:ASH6148_05R_ac045e_20260511T160551Z,train,144,143,139,129,114,84
KRDU:ASH6148_05R_ac2bd5_20260514T155112Z,train,135,134,130,120,105,75
KRDU:ASH6148_23L_ac2b6c_20260527T163539Z,train,363,362,358,348,333,303
KRDU:ASH6148_23R_ab663f_20260505T155431Z,train,350,349,345,335,320,290
KRDU:ASH6148_23R_abb59e_20260521T155932Z,val,338,337,333,323,308,278
KRDU:ASH6148_23R_abb5a3_20260504T162432Z,val,291,290,286,276,261,231
KRDU:ASH6148_23R_abdc92_20260519T155531Z,val,144,143,139,129,114,84
KRDU:ASH6148_23R_abdc92_20260705T154311Z,train,294,293,289,279,264,234
KRDU:ASH6148_23R_abdcb7_20260510T155429Z,val,326,325,321,311,296,266
KRDU:ASH6148_23R_abdcb7_20260520T160228Z,train,153,152,148,138,123,93
KRDU:ASH6148_23R_abdcfd_20260708T153852Z,train,352,351,347,337,322,292
KRDU:ASH6148_23R_ac03ef_20260703T154206Z,train,304,303,299,289,274,244
KRDU:ASH6148_23R_ac03ef_20260721T154410Z,val,269,268,264,254,239,209
KRDU:ASH6148_23R_ac0418_20260517T155117Z,val,314,313,309,299,284,254
KRDU:ASH6148_23R_ac045c_20260707T155031Z,train,150,149,145,135,120,90
KRDU:ASH6148_23R_ac045e_20260526T155249Z,train,150,149,145,135,120,90
KRDU:ASH6148_23R_ac2bb8_20260716T162358Z,train,323,322,318,308,293,263
KRDU:ASH6148_23R_ac2bb9_20260706T154932Z,train,293,292,288,278,263,233
KRDU:ASH6148_23R_ac2bd6_20260701T155137Z,train,299,298,294,284,269,239
KRDU:ASH6148_23R_ac2bfd_20260518T155415Z,val,132,131,127,117,102,72
KRDU:ASH6148_23R_ac2bfd_20260626T155539Z,train,288,287,283,273,258,228
KRDU:ASH6148_23R_ac52ee_20260628T154551Z,train,273,272,268,258,243,213
KRDU:ASH6148_23R_ac52ee_20260710T155310Z,train,286,285,281,271,256,226
KRDU:ASH6148_23R_ac52f2_20260720T155723Z,train,300,299,295,285,270,240
KRDU:ASH6148_23R_ac537f_20260702T154811Z,train,311,310,306,296,281,251
KRDU:ASH6148_23R_ac53a0_20260507T154558Z,train,353,352,348,338,323,293
KRDU:AUH06_23R_896571_20260514T212528Z,train,130,129,125,115,100,70
KRDU:CMP466D_23R_0c216c_20260701T211439Z,val,133,132,128,118,103,73
KRDU:CMP466_05L_0c20f2_20260515T180619Z,train,132,131,127,117,102,72
KRDU:CMP466_05L_0c20f3_20260531T180649Z,val,132,131,127,117,102,72
KRDU:CMP466_05L_0c215f_20260712T181228Z,train,132,131,127,117,102,72
KRDU:CMP466_05L_0c2166_20260522T181247Z,train,129,128,124,114,99,69
KRDU:CMP466_05R_0c20b4_20260511T182134Z,train,142,141,137,127,112,82
KRDU:CMP466_23L_0c2068_20260506T185652Z,val,153,152,148,138,123,93
KRDU:CMP466_23L_0c20f5_20260719T181221Z,train,325,324,320,310,295,265
KRDU:CMP466_23L_0c210c_20260503T181223Z,train,343,342,338,328,313,283
KRDU:CMP466_23L_0c210d_20260527T180702Z,train,165,164,160,150,135,105
KRDU:CMP466_23L_0c2167_20260517T182027Z,train,346,345,341,331,316,286
KRDU:CMP466_23R_0c2095_20260715T180352Z,train,323,322,318,308,293,263
KRDU:CMP466_23R_0c2096_20260520T181236Z,train,278,277,273,263,248,218
KRDU:CMP466_23R_0c20ab_20260513T180457Z,train,312,311,307,297,282,252
KRDU:CMP466_23R_0c210d_20260504T183907Z,train,134,133,129,119,104,74
KRDU:CMP466_23R_0c2166_20260703T181240Z,train,318,317,313,303,288,258
KRDU:CMP466_23R_0c2167_20260628T182221Z,train,331,330,326,316,301,271
KRDU:CMP466_23R_0c2168_20260706T181735Z,train,133,132,128,118,103,73
KRDU:DAL1018_05L_a385c8_20260719T220455Z,train,493,492,488,478,463,433
KRDU:DAL1018_05L_a396fd_20260712T205344Z,train,257,256,252,242,227,197
KRDU:DAL1018_05L_a396fd_20260713T204722Z,train,153,152,148,138,123,93
KRDU:DAL1018_05L_a39ab4_20260507T210518Z,train,141,140,136,126,111,81
KRDU:DAL1018_05L_a39ab4_20260511T210230Z,train,144,143,139,129,114,84
KRDU:DAL1018_05L_a39ab4_20260515T204241Z,val,128,127,123,113,98,68
KRDU:DAL1018_05L_a3d87d_20260630T204404Z,train,302,301,297,287,272,242
KRDU:DAL1018_05L_a3dc34_20260720T212748Z,val,135,134,130,120,105,75
KRDU:DAL1018_05L_a3f120_20260522T204558Z,train,251,250,246,236,221,191
KRDU:DAL1018_05L_a3f120_20260523T212240Z,train,133,132,128,118,103,73
KRDU:DAL1018_05L_a3f120_20260524T205235Z,train,131,130,126,116,101,71
KRDU:DAL1018_05L_a3fffc_20260629T203842Z,train,190,189,185,175,160,130
KRDU:DAL1018_05L_a403b3_20260530T213829Z,train,137,136,132,122,107,77
KRDU:DAL1018_05L_a41131_20260705T221122Z,val,130,129,125,115,100,70
KRDU:DAL1018_05L_a41c56_20260714T204430Z,train,217,216,212,202,187,157
KRDU:DAL1018_05L_a4a484_20260502T215346Z,train,129,128,124,114,99,69
KRDU:DAL1018_23L_a39ab4_20260520T204332Z,train,205,204,200,190,175,145
KRDU:DAL1018_23R_a35a92_20260711T211004Z,val,302,301,297,287,272,242
KRDU:DAL1018_23R_a36200_20260628T205428Z,train,301,300,296,286,271,241
KRDU:DAL1018_23R_a396fd_20260627T205712Z,val,276,275,271,261,246,216
KRDU:DAL1018_23R_a39ab4_20260508T212711Z,train,317,316,312,302,287,257
KRDU:DAL1018_23R_a39ab4_20260509T213247Z,val,185,184,180,170,155,125
KRDU:DAL1018_23R_a39ab4_20260510T213039Z,val,139,138,134,124,109,79
KRDU:DAL1018_23R_a39ab4_20260512T204724Z,train,344,343,339,329,314,284
KRDU:DAL1018_23R_a39ab4_20260514T211331Z,val,298,297,293,283,268,238
KRDU:DAL1018_23R_a39ab4_20260516T204907Z,train,139,138,134,124,109,79
KRDU:DAL1018_23R_a39ab4_20260517T204659Z,val,143,142,138,128,113,83
KRDU:DAL1018_23R_a39ab4_20260518T204927Z,train,282,281,277,267,252,222
KRDU:DAL1018_23R_a39ab4_20260519T204349Z,train,318,317,313,303,288,258
KRDU:DAL1018_23R_a39e6b_20260531T204407Z,train,361,360,356,346,331,301
KRDU:DAL1018_23R_a39e6b_20260701T213433Z,train,145,144,140,130,115,85
KRDU:DAL1018_23R_a3a990_20260626T205316Z,val,337,336,332,322,307,277
KRDU:DAL1018_23R_a3b86c_20260715T203208Z,train,284,283,279,269,254,224
KRDU:DAL1018_23R_a3c9a1_20260702T210239Z,train,289,288,284,274,259,229
KRDU:DAL1018_23R_a3c9a1_20260707T222108Z,train,290,289,285,275,260,230
KRDU:DAL1018_23R_a3f120_20260521T220934Z,train,310,309,305,295,280,250
KRDU:DAL1018_23R_a3f120_20260527T211016Z,val,294,293,289,279,264,234
KRDU:DAL1018_23R_a3f4d7_20260710T204733Z,train,311,310,306,296,281,251
KRDU:DAL1018_23R_a403b3_20260527T013314Z,train,294,293,289,279,264,234
KRDU:DAL1018_23R_a40d7a_20260716T205048Z,train,152,151,147,137,122,92
KRDU:DAL1018_23R_a41131_20260707T145444Z,train,176,175,171,161,146,116
KRDU:DAL1018_23R_a4189f_20260529T210309Z,train,332,331,327,317,302,272
KRDU:DAL1018_23R_a41c56_20260703T203136Z,train,306,305,301,291,276,246
KRDU:DAL1018_23R_a44548_20260503T225246Z,train,264,263,259,249,234,204
KRDU:DAL1018_23R_a4478d_20260704T204443Z,train,290,289,285,275,260,230
KRDU:DAL1018_23R_a4794e_20260504T212935Z,train,135,134,130,120,105,75
KRDU:DAL1018_23R_a48315_20260506T211334Z,train,184,183,179,169,154,124
KRDU:DAL1018_23R_a4a484_20260501T211710Z,train,343,342,338,328,313,283
KRDU:DAL1041_23R_ab83e8_20260627T201809Z,train,299,298,294,284,269,239
KRDU:DAL1041_23R_ace9ba_20260711T195912Z,train,316,315,311,301,286,256
KRDU:DAL1041_23R_ad14f9_20260718T195848Z,val,333,332,328,318,303,273
KRDU:DAL1097_05L_abc1bc_20260630T223044Z,train,127,126,122,112,97,67
KRDU:DAL1097_05L_abd69d_20260523T224227Z,val,473,472,468,458,443,413
KRDU:DAL1097_05L_ac382e_20260714T223954Z,train,128,127,123,113,98,68
KRDU:DAL1097_05L_acd88e_20260713T004508Z,train,133,132,128,118,103,73
KRDU:DAL1097_05L_ad23d5_20260511T225229Z,train,143,142,138,128,113,83
KRDU:DAL1097_05L_ad23d5_20260628T224621Z,train,119,118,114,104,89,59
KRDU:DAL1097_05L_ad2b43_20260702T223200Z,train,127,126,122,112,97,67
KRDU:DAL1097_05L_ad350a_20260522T234622Z,train,298,297,293,283,268,238
KRDU:DAL1097_05L_ad4b54_20260528T223212Z,train,116,115,111,101,86,56
KRDU:DAL1097_05L_ad52c2_20260713T233513Z,train,319,318,314,304,289,259
KRDU:DAL1097_05R_ad4b54_20260707T005833Z,train,119,118,114,104,89,59
KRDU:DAL1097_23R_a017a8_20260503T232937Z,train,290,289,285,275,260,230
KRDU:DAL1097_23R_a071c2_20260501T223311Z,train,316,315,311,301,286,256
KRDU:DAL1097_23R_a364ea_20260505T224556Z,train,276,275,271,261,246,216
KRDU:DAL1097_23R_a364ea_20260506T223953Z,train,302,301,297,287,272,242
KRDU:DAL1097_23R_a42a5c_20260504T224155Z,train,277,276,272,262,247,217
KRDU:DAL1097_23R_aaf4c8_20260701T223057Z,val,337,336,332,322,307,277
KRDU:DAL1097_23R_ab14d9_20260716T230652Z,train,279,278,274,264,249,219
KRDU:DAL1097_23R_ab5c69_20260720T231148Z,val,126,125,121,111,96,66
KRDU:DAL1097_23R_ab678e_20260708T223254Z,train,121,120,116,106,91,61
KRDU:DAL1097_23R_abe930_20260518T233516Z,train,291,290,286,276,261,231
KRDU:DAL1097_23R_abe930_20260709T225657Z,train,315,314,310,300,285,255
KRDU:DAL1097_23R_ac0941_20260711T030248Z,train,305,304,300,290,275,245
KRDU:DAL1097_23R_ac3f9c_20260715T223659Z,val,275,274,270,260,245,215
KRDU:DAL1097_23R_ac8d3c_20260707T223304Z,train,526,525,521,511,496,466
KRDU:DAL1097_23R_ad03c4_20260718T231015Z,train,280,279,275,265,250,220
KRDU:DAL1097_23R_ad077b_20260509T224524Z,train,135,134,130,120,105,75
KRDU:DAL1097_23R_ad077b_20260712T030307Z,val,279,278,274,264,249,219
KRDU:DAL1097_23R_ad18b0_20260520T231041Z,val,303,302,298,288,273,243
KRDU:DAL1097_23R_ad201e_20260510T224656Z,train,289,288,284,274,259,229
KRDU:DAL1097_23R_ad201e_20260515T223824Z,train,345,344,340,330,315,285
KRDU:DAL1097_23R_ad201e_20260517T231145Z,train,345,344,340,330,315,285
KRDU:DAL1097_23R_ad278c_20260508T222655Z,train,281,280,276,266,251,221
KRDU:DAL1097_23R_ad278c_20260529T224602Z,train,137,136,132,122,107,77
KRDU:DAL1097_23R_ad278c_20260626T224112Z,train,308,307,303,293,278,248
KRDU:DAL1097_23R_ad278c_20260706T004703Z,train,288,287,283,273,258,228
KRDU:DAL1097_23R_ad2b43_20260519T223344Z,train,309,308,304,294,279,249
KRDU:DAL1097_23R_ad2b43_20260521T224325Z,train,280,279,275,265,250,220
KRDU:DAL1097_23R_ad2b43_20260531T223353Z,train,298,297,293,283,268,238
KRDU:DAL1097_23R_ad2efa_20260527T000711Z,train,134,133,129,119,104,74
KRDU:DAL1097_23R_ad350a_20260512T223609Z,train,318,317,313,303,288,258
KRDU:DAL1097_23R_ad350a_20260514T223732Z,train,303,302,298,288,273,243
KRDU:DAL1097_23R_ad350a_20260527T222901Z,train,279,278,274,264,249,219
KRDU:DAL1097_23R_ad479d_20260513T224857Z,train,346,345,341,331,316,286
KRDU:DAL1097_23R_ad479d_20260526T000932Z,train,137,136,132,122,107,77
KRDU:DAL1097_23R_ad4b54_20260704T021543Z,train,364,363,359,349,334,304
KRDU:DAL1097_23R_ad63f7_20260627T225522Z,train,142,141,137,127,112,82
KRDU:DAL1154_05L_ab2b23_20260707T025740Z,train,128,127,123,113,98,68
KRDU:DAL1154_05L_aced7a_20260713T050312Z,train,124,123,119,109,94,64
KRDU:DAL1154_05L_ad077b_20260714T033446Z,train,129,128,124,114,99,69
KRDU:DAL1154_05L_ad077b_20260718T033945Z,train,119,118,114,104,89,59
KRDU:DAL1154_23R_abc1bc_20260627T023223Z,train,317,316,312,302,287,257
KRDU:DAL1154_23R_ad4f0b_20260710T030610Z,val,308,307,303,293,278,248
KRDU:DAL1154_23R_ad4f0b_20260721T030510Z,train,289,288,284,274,259,229
KRDU:DAL1154_23R_ad5c89_20260711T043213Z,train,334,333,329,319,304,274
KRDU:DAL1154_23R_ad63f7_20260720T051921Z,train,220,219,215,205,190,160
KRDU:DAL1154_23R_ad67ae_20260706T040012Z,train,281,280,276,266,251,221
KRDU:DAL1273_05L_ace9ba_20260529T014933Z,train,131,130,126,116,101,71
KRDU:DAL1273_05L_ace9ba_20260531T013833Z,train,142,141,137,127,112,82
KRDU:DAL1273_05L_ad000d_20260512T014026Z,train,143,142,138,128,113,83
KRDU:DAL1273_05L_ad077b_20260525T013538Z,train,116,115,111,101,86,56
KRDU:DAL1273_05L_ad14f9_20260522T014423Z,val,120,119,115,105,90,60
KRDU:DAL1273_05L_ad43e6_20260523T035212Z,train,338,337,333,323,308,278
KRDU:DAL1273_05L_ad5679_20260508T014249Z,train,134,133,129,119,104,74
KRDU:DAL1273_05L_ad67ae_20260524T015146Z,train,152,151,147,137,122,92
KRDU:DAL1273_23R_ace9ba_20260511T013429Z,train,276,275,271,261,246,216
KRDU:DAL1273_23R_ace9ba_20260514T013442Z,train,365,364,360,350,335,305
KRDU:DAL1273_23R_ad000d_20260510T014049Z,train,151,150,146,136,121,91
KRDU:DAL1273_23R_ad077b_20260518T014141Z,train,269,268,264,254,239,209
KRDU:DAL1273_23R_ad077b_20260520T013229Z,train,286,285,281,271,256,226
KRDU:DAL1273_23R_ad077b_20260528T014009Z,train,146,145,141,131,116,86
KRDU:DAL1273_23R_ad43e6_20260513T013324Z,train,357,356,352,342,327,297
KRDU:DAL1273_23R_ad43e6_20260527T025038Z,train,312,311,307,297,282,252
KRDU:DAL1273_23R_ad4f0b_20260526T033305Z,train,327,326,322,312,297,267
KRDU:DAL1273_23R_ad52c2_20260516T013647Z,train,291,290,286,276,261,231
KRDU:DAL1273_23R_ad5679_20260530T015414Z,val,143,142,138,128,113,83
KRDU:DAL1273_23R_ad5c89_20260509T014856Z,train,126,125,121,111,96,66
KRDU:DAL1273_23R_ad5c89_20260519T014240Z,train,147,146,142,132,117,87
KRDU:DAL1273_23R_ad63f7_20260521T013932Z,val,309,308,304,294,279,249
KRDU:DAL1275_05L_a36200_20260629T022415Z,train,130,129,125,115,100,70
KRDU:DAL1275_05L_a365b7_20260709T020537Z,val,135,134,130,120,105,75
KRDU:DAL1275_05L_a396fd_20260713T040318Z,train,282,281,277,267,252,222
KRDU:DAL1275_05L_a396fd_20260714T035210Z,train,246,245,241,231,216,186
KRDU:DAL1275_05L_a39ab4_20260508T022332Z,train,135,134,130,120,105,75
KRDU:DAL1275_05L_a39ab4_20260512T022459Z,train,151,150,146,136,121,91
KRDU:DAL1275_05L_a39ab4_20260515T023145Z,train,156,155,151,141,126,96
KRDU:DAL1275_05L_a3f120_20260522T033842Z,train,142,141,137,127,112,82
KRDU:DAL1275_05L_a3f120_20260523T024344Z,train,124,123,119,109,94,64
KRDU:DAL1275_05L_a3f120_20260524T023904Z,val,233,232,228,218,203,173
KRDU:DAL1275_05L_a403b3_20260531T033920Z,train,148,147,143,133,118,88
KRDU:DAL1275_05L_a4189f_20260529T021203Z,train,148,147,143,133,118,88
KRDU:DAL1275_05L_a41c56_20260715T021600Z,val,135,134,130,120,105,75
KRDU:DAL1275_23L_a41131_20260706T031329Z,val,153,152,148,138,123,93
KRDU:DAL1275_23R_a385c8_20260720T032040Z,train,287,286,282,272,257,227
KRDU:DAL1275_23R_a396fd_20260628T022123Z,train,342,341,337,327,312,282
KRDU:DAL1275_23R_a39ab4_20260509T024137Z,train,309,308,304,294,279,249
KRDU:DAL1275_23R_a39ab4_20260510T023540Z,train,335,334,330,320,305,275
KRDU:DAL1275_23R_a39ab4_20260511T024051Z,val,317,316,312,302,287,257
KRDU:DAL1275_23R_a39ab4_20260514T051958Z,train,298,297,293,283,268,238
KRDU:DAL1275_23R_a39ab4_20260518T033343Z,train,149,148,144,134,119,89
KRDU:DAL1275_23R_a39ab4_20260520T040810Z,train,253,252,248,238,223,193
KRDU:DAL1275_23R_a3a5ec_20260507T022635Z,val,344,343,339,329,314,284
KRDU:DAL1275_23R_a3a990_20260627T022549Z,val,324,323,319,309,294,264
KRDU:DAL1275_23R_a3b86c_20260716T022825Z,train,292,291,287,277,262,232
KRDU:DAL1275_23R_a3be7c_20260710T022309Z,train,336,335,331,321,306,276
KRDU:DAL1275_23R_a3ed69_20260521T054242Z,train,321,320,316,306,291,261
KRDU:DAL1275_23R_a3f120_20260525T025006Z,train,215,214,210,200,185,155
KRDU:DAL1275_23R_a3f120_20260526T030258Z,train,157,156,152,142,127,97
KRDU:DAL1275_23R_a3f120_20260528T023414Z,train,143,142,138,128,113,83
KRDU:DAL1275_23R_a3f4d7_20260711T033149Z,train,150,149,145,135,120,90
KRDU:DAL1275_23R_a40d7a_20260717T023237Z,train,324,323,319,309,294,264
KRDU:DAL1275_23R_a40d7a_20260718T043740Z,train,150,149,145,135,120,90
KRDU:DAL1275_23R_a4189f_20260530T022818Z,train,298,297,293,283,268,238
KRDU:DAL1275_23R_a4278e_20260505T022451Z,train,338,337,333,323,308,278
KRDU:DAL1275_23R_a44031_20260502T024539Z,train,331,330,326,316,301,271
KRDU:DAL1279_05L_a39ab4_20260508T144358Z,train,136,135,131,121,106,76
KRDU:DAL1279_05L_a39e6b_20260531T144728Z,train,140,139,135,125,110,80
KRDU:DAL1279_05L_a3d87d_20260630T143538Z,train,142,141,137,127,112,82
KRDU:DAL1279_05L_a3f120_20260523T155227Z,val,357,356,352,342,327,297
KRDU:DAL1279_05L_a3f120_20260524T151319Z,train,131,130,126,116,101,71
KRDU:DAL1279_05L_a3fffc_20260629T144732Z,val,148,147,143,133,118,88
KRDU:DAL1279_05L_a403b3_20260530T161713Z,train,135,134,130,120,105,75
KRDU:DAL1279_05L_a40d7a_20260717T143424Z,val,137,136,132,122,107,77
KRDU:DAL1279_05L_a4189f_20260528T144028Z,train,141,140,136,126,111,81
KRDU:DAL1279_05L_a4189f_20260529T145759Z,train,368,367,363,353,338,308
KRDU:DAL1279_05L_a41c56_20260714T143433Z,train,173,172,168,158,143,113
KRDU:DAL1279_05L_a4a484_20260501T150515Z,val,130,129,125,115,100,70
KRDU:DAL1279_05L_a4a484_20260502T150054Z,train,138,137,133,123,108,78
KRDU:DAL1279_05R_a39ab4_20260511T144116Z,train,146,145,141,131,116,86
KRDU:DAL1279_05R_a39ab4_20260514T151749Z,train,152,151,147,137,122,92
KRDU:DAL1279_05R_a3f120_20260522T144808Z,val,140,139,135,125,110,80
KRDU:DAL1279_23L_a39ab4_20260515T144653Z,train,310,309,305,295,280,250
KRDU:DAL1279_23L_a39ab4_20260516T144712Z,train,342,341,337,327,312,282
KRDU:DAL1279_23L_a3be7c_20260709T143054Z,train,329,328,324,314,299,269
